Donor,SMILES,SMILES w/o R_group replacement,SMILES w/o R_group,Big_SMILES,SELFIES
PT3,Cc1cc2c(-c3ccc([Cr])s3)c3sc(-c4sc5cc(-c6sc(-c7cc8sc(C)c([Mo])c8s7)c7c6C(=O)c6c([Ti])sc([Ti])c6C7=O)sc5c4[Mo])cc3c(-c3ccc([Cr])s3)c2s1,Cc1sc2c(c3sc([R4])cc3)c3cc(c4c([R14])c5sc(c6sc(c7cc8sc(C)c([R14])c8s7)c7c6C(c6c([R2])sc([R2])c6C7=O)=O)cc5s4)sc3c(c3sc([R4])cc3)c2c1, ,{[$]c1cc2c(-c3ccc([Cr])s3)c3sc(-c4sc5cc(-c6sc(-c7cc8sc([$])c([Mo])c8s7)c7c6C(=O)c6c([Ti])sc([Ti])c6C7=O)sc5c4[Mo])cc3c(-c3ccc([Cr])s3)c2s1},[C][C][=C][C][=C][Branch1][O][C][=C][C][=C][Branch1][C][Cr][S][Ring1][=Branch1][C][S][C][Branch2][=Branch1][Ring2][C][S][C][C][=C][Branch2][Branch1][C][C][S][C][Branch2][Ring1][Ring1][C][=C][C][S][C][Branch1][C][C][=C][Branch1][C][Mo][C][=Ring1][#Branch1][S][Ring1][#Branch2][=C][C][=Ring1][#C][C][=Branch1][C][=O][C][=C][Branch1][C][Ti][S][C][Branch1][C][Ti][=C][Ring1][#Branch1][C][Ring1][N][=O][S][C][=Ring2][Ring1][#C][C][=Ring2][Ring2][C][Mo][=C][C][=Ring2][Ring2][Branch2][C][Branch1][O][C][=C][C][=C][Branch1][C][Cr][S][Ring1][=Branch1][=C][Ring2][Branch1][Branch2][S][Ring2][Branch1][O]
BO2FC8,Cc1ccc(-c2c(O[Ti])c(O[Ti])c(-c3ccc(-c4cc5c(-c6cc(F)c([Cr])s6)c6sc(C)cc6c(-c6cc(F)c([Cr])s6)c5s4)s3)c3nonc23)s1,Cc1ccc(c2c3nonc3c(c3ccc(c4sc5c(c6sc([R4])c(F)c6)c6cc(C)sc6c(c6sc([R4])c(F)c6)c5c4)s3)c(O[R2])c2O[R2])s1, ,{[$]c1ccc(-c2c(O[Ti])c(O[Ti])c(-c3ccc(-c4cc5c(-c6cc(F)c([Cr])s6)c6sc([$])cc6c(-c6cc(F)c([Cr])s6)c5s4)s3)c3nonc23)s1},[C][C][=C][C][=C][Branch2][#Branch1][#Branch2][C][=C][Branch1][Ring1][O][Ti][C][Branch1][Ring1][O][Ti][=C][Branch2][Branch1][P][C][=C][C][=C][Branch2][Branch1][=Branch1][C][=C][C][=C][Branch1][=C][C][=C][C][Branch1][C][F][=C][Branch1][C][Cr][S][Ring1][#Branch1][C][S][C][Branch1][C][C][=C][C][=Ring1][=Branch1][C][Branch1][=C][C][=C][C][Branch1][C][F][=C][Branch1][C][Cr][S][Ring1][#Branch1][=C][Ring2][Ring1][Branch2][S][Ring2][Ring1][O][S][Ring2][Ring1][S][C][=N][O][N][=C][Ring2][Ring2][=N][Ring1][Branch1][S][Ring2][Branch1][C]
BO2FEH,Cc1ccc(-c2c(O[Cr])c(O[Cr])c(-c3ccc(-c4cc5c(-c6cc(F)c([Cr])s6)c6sc(C)cc6c(-c6cc(F)c([Cr])s6)c5s4)s3)c3nonc23)s1,Cc1ccc(c2c3nonc3c(c3ccc(c4sc5c(c6sc([R4])c(F)c6)c6cc(C)sc6c(c6sc([R4])c(F)c6)c5c4)s3)c(O[R4])c2O[R4])s1, ,{[$]c1ccc(-c2c(O[Cr])c(O[Cr])c(-c3ccc(-c4cc5c(-c6cc(F)c([Cr])s6)c6sc([$])cc6c(-c6cc(F)c([Cr])s6)c5s4)s3)c3nonc23)s1},[C][C][=C][C][=C][Branch2][#Branch1][#Branch2][C][=C][Branch1][Ring1][O][Cr][C][Branch1][Ring1][O][Cr][=C][Branch2][Branch1][P][C][=C][C][=C][Branch2][Branch1][=Branch1][C][=C][C][=C][Branch1][=C][C][=C][C][Branch1][C][F][=C][Branch1][C][Cr][S][Ring1][#Branch1][C][S][C][Branch1][C][C][=C][C][=Ring1][=Branch1][C][Branch1][=C][C][=C][C][Branch1][C][F][=C][Branch1][C][Cr][S][Ring1][#Branch1][=C][Ring2][Ring1][Branch2][S][Ring2][Ring1][O][S][Ring2][Ring1][S][C][=N][O][N][=C][Ring2][Ring2][=N][Ring1][Branch1][S][Ring2][Branch1][C]
PTB-EDOT,Cc1cc2c(-c3sc([Cr])c4c3OCCO4)c3sc(-c4sc(C)c5c(F)c(C(=O)O[Cr])sc45)cc3c(-c3sc([Cr])c4c3OCCO4)c2s1,Cc1sc2c(c3sc([R4])c4c3OCCO4)c3cc(c4c5sc(C(O[R4])=O)c(F)c5c(C)s4)sc3c(c3sc([R4])c4c3OCCO4)c2c1, ,{[$]c1cc2c(-c3sc([Cr])c4c3OCCO4)c3sc(-c4sc([$])c5c(F)c(C(=O)O[Cr])sc45)cc3c(-c3sc([Cr])c4c3OCCO4)c2s1},[C][C][=C][C][=C][Branch1][P][C][S][C][Branch1][C][Cr][=C][C][=Ring1][=Branch1][O][C][C][O][Ring1][=Branch1][C][S][C][Branch2][Ring1][O][C][S][C][Branch1][C][C][=C][C][Branch1][C][F][=C][Branch1][#Branch1][C][=Branch1][C][=O][O][Cr][S][C][=Ring1][=C][Ring1][#Branch2][=C][C][=Ring2][Ring1][Ring1][C][Branch1][P][C][S][C][Branch1][C][Cr][=C][C][=Ring1][=Branch1][O][C][C][O][Ring1][=Branch1][=C][Ring2][Ring2][O][S][Ring2][Ring2][=C]
PTB-EDOTS,Cc1cc2c(-c3sc(S[Cr])c4c3OCCO4)c3sc(-c4sc(C)c5c(F)c(C(=O)O[Cr])sc45)cc3c(-c3sc(S[Cr])c4c3OCCO4)c2s1,Cc1sc2c(c3sc(S[R4])c4c3OCCO4)c3cc(c4c5sc(C(O[R4])=O)c(F)c5c(C)s4)sc3c(c3sc(S[R4])c4c3OCCO4)c2c1, ,{[$]c1cc2c(-c3sc(S[Cr])c4c3OCCO4)c3sc(-c4sc([$])c5c(F)c(C(=O)O[Cr])sc45)cc3c(-c3sc(S[Cr])c4c3OCCO4)c2s1},[C][C][=C][C][=C][Branch2][Ring1][C][C][S][C][Branch1][Ring1][S][Cr][=C][C][=Ring1][#Branch1][O][C][C][O][Ring1][=Branch1][C][S][C][Branch2][Ring1][O][C][S][C][Branch1][C][C][=C][C][Branch1][C][F][=C][Branch1][#Branch1][C][=Branch1][C][=O][O][Cr][S][C][=Ring1][=C][Ring1][#Branch2][=C][C][=Ring2][Ring1][Ring1][C][Branch2][Ring1][C][C][S][C][Branch1][Ring1][S][Cr][=C][C][=Ring1][#Branch1][O][C][C][O][Ring1][=Branch1][=C][Ring2][Ring2][=N][S][Ring2][Ring2][S]
POPB,Cc1ccc(-c2sc(-c3ccc(-c4cc5c(-c6ccc(O[Sc])cc6)c6sc(C)cc6c(-c6ccc(O[Sc])cc6)c5s4)s3)c3c2C(=O)c2c([Cr])sc([Cr])c2C3=O)s1,Cc1sc2c(c3ccc(O[R1])cc3)c3cc(c4ccc(c5sc(c6sc(C)cc6)c6c5C(c5c([R4])sc([R4])c5C6=O)=O)s4)sc3c(c3ccc(O[R1])cc3)c2c1, ,{[$]c1ccc(-c2sc(-c3ccc(-c4cc5c(-c6ccc(O[Sc])cc6)c6sc([$])cc6c(-c6ccc(O[Sc])cc6)c5s4)s3)c3c2C(=O)c2c([Cr])sc([Cr])c2C3=O)s1},[C][C][=C][C][=C][Branch2][#Branch1][#C][C][S][C][Branch2][Branch1][#C][C][=C][C][=C][Branch2][Branch1][Ring2][C][=C][C][=C][Branch1][=N][C][=C][C][=C][Branch1][Ring1][O][Sc][C][=C][Ring1][Branch2][C][S][C][Branch1][C][C][=C][C][=Ring1][=Branch1][C][Branch1][=N][C][=C][C][=C][Branch1][Ring1][O][Sc][C][=C][Ring1][Branch2][=C][Ring2][Ring1][#Branch2][S][Ring2][Ring1][=N][S][Ring2][Ring2][C][=C][C][=Ring2][Ring2][#Branch1][C][=Branch1][C][=O][C][=C][Branch1][C][Cr][S][C][Branch1][C][Cr][=C][Ring1][#Branch1][C][Ring1][N][=O][S][Ring2][Branch1][#Branch1]
PFOPB,Cc1ccc(-c2sc(-c3ccc(-c4cc5c(-c6cc(F)c(O[Sc])c(F)c6)c6sc(C)cc6c(-c6cc(F)c(O[Sc])c(F)c6)c5s4)s3)c3c2C(=O)c2c([Cr])sc([Cr])c2C3=O)s1,Cc1sc2c(c3cc(F)c(O[R1])c(F)c3)c3cc(c4ccc(c5sc(c6sc(C)cc6)c6c5C(c5c([R4])sc([R4])c5C6=O)=O)s4)sc3c(c3cc(F)c(O[R1])c(F)c3)c2c1, ,{[$]c1ccc(-c2sc(-c3ccc(-c4cc5c(-c6cc(F)c(O[Sc])c(F)c6)c6sc([$])cc6c(-c6cc(F)c(O[Sc])c(F)c6)c5s4)s3)c3c2C(=O)c2c([Cr])sc([Cr])c2C3=O)s1},[C][C][=C][C][=C][Branch2][Branch2][=N][C][S][C][Branch2][=Branch1][=N][C][=C][C][=C][Branch2][=Branch1][C][C][=C][C][=C][Branch2][Ring1][Ring1][C][=C][C][Branch1][C][F][=C][Branch1][Ring1][O][Sc][C][Branch1][C][F][=C][Ring1][#Branch2][C][S][C][Branch1][C][C][=C][C][=Ring1][=Branch1][C][Branch2][Ring1][Ring1][C][=C][C][Branch1][C][F][=C][Branch1][Ring1][O][Sc][C][Branch1][C][F][=C][Ring1][#Branch2][=C][Ring2][Ring1][=C][S][Ring2][Ring1][P][S][Ring2][Ring2][=Branch1][=C][C][=Ring2][Ring2][O][C][=Branch1][C][=O][C][=C][Branch1][C][Cr][S][C][Branch1][C][Cr][=C][Ring1][#Branch1][C][Ring1][N][=O][S][Ring2][Branch1][O]
PBDT-SF-2TC,Cc1ccc(-c2sc(-c3cc4c(-c5cc(F)c(S[Cr])s5)c5sc(C)cc5c(-c5cc(F)c(S[Cr])s5)c4s3)cc2C(=O)O[Co])s1,Cc1sc2c(c3sc(S[R4])c(F)c3)c3cc(c4cc(C(O[R7])=O)c(c5sc(C)cc5)s4)sc3c(c3sc(S[R4])c(F)c3)c2c1, ,{[$]c1ccc(-c2sc(-c3cc4c(-c5cc(F)c(S[Cr])s5)c5sc([$])cc5c(-c5cc(F)c(S[Cr])s5)c4s3)cc2C(=O)O[Co])s1},[C][C][=C][C][=C][Branch2][=Branch1][=Branch2][C][S][C][Branch2][Branch1][Branch2][C][=C][C][=C][Branch1][#C][C][=C][C][Branch1][C][F][=C][Branch1][Ring1][S][Cr][S][Ring1][Branch2][C][S][C][Branch1][C][C][=C][C][=Ring1][=Branch1][C][Branch1][#C][C][=C][C][Branch1][C][F][=C][Branch1][Ring1][S][Cr][S][Ring1][Branch2][=C][Ring2][Ring1][#Branch2][S][Ring2][Ring1][=N][=C][C][=Ring2][Ring2][C][C][=Branch1][C][=O][O][Co][S][Ring2][Ring2][O]
PBDT-F-2TC,Cc1ccc(-c2sc(-c3cc4c(-c5cc(F)c([Cr])s5)c5sc(C)cc5c(-c5cc(F)c([Cr])s5)c4s3)cc2C(=O)O[Sc])s1,Cc1sc2c(c3sc([R4])c(F)c3)c3cc(c4cc(C(O[R1])=O)c(c5sc(C)cc5)s4)sc3c(c3sc([R4])c(F)c3)c2c1, ,{[$]c1ccc(-c2sc(-c3cc4c(-c5cc(F)c([Cr])s5)c5sc([$])cc5c(-c5cc(F)c([Cr])s5)c4s3)cc2C(=O)O[Sc])s1},[C][C][=C][C][=C][Branch2][=Branch1][#Branch1][C][S][C][Branch2][Branch1][=Branch1][C][=C][C][=C][Branch1][=C][C][=C][C][Branch1][C][F][=C][Branch1][C][Cr][S][Ring1][#Branch1][C][S][C][Branch1][C][C][=C][C][=Ring1][=Branch1][C][Branch1][=C][C][=C][C][Branch1][C][F][=C][Branch1][C][Cr][S][Ring1][#Branch1][=C][Ring2][Ring1][Branch2][S][Ring2][Ring1][O][=C][C][=Ring2][Ring1][S][C][=Branch1][C][=O][O][Sc][S][Ring2][Ring2][=Branch2]
PDBT-F,Cc1ccc(-c2sc(-c3ccc(-c4cc5sc6c(-c7cc(F)c([Cr])s7)c7c(sc8cc(C)sc87)c(-c7cc(F)c([Cr])s7)c6c5s4)s3)c3c2C(=O)c2c([Cr])sc([Cr])c2C3=O)s1,[R4]c1sc(c2c3c4sc(C)cc4sc3c(c3sc([R4])c(F)c3)c3c4sc(c5ccc(c6sc(c7sc(C)cc7)c7c6C(c6c([R4])sc([R4])c6C7=O)=O)s5)cc4sc32)cc1F, ,{[$]c1ccc(-c2sc(-c3ccc(-c4cc5sc6c(-c7cc(F)c([Cr])s7)c7c(sc8cc([$])sc87)c(-c7cc(F)c([Cr])s7)c6c5s4)s3)c3c2C(=O)c2c([Cr])sc([Cr])c2C3=O)s1},[C][C][=C][C][=C][Branch2][Branch2][=C][C][S][C][Branch2][=Branch1][=C][C][=C][C][=C][Branch2][=Branch1][Ring1][C][=C][C][S][C][=C][Branch1][=C][C][=C][C][Branch1][C][F][=C][Branch1][C][Cr][S][Ring1][#Branch1][C][=C][Branch1][=C][S][C][C][=C][Branch1][C][C][S][C][=Ring1][=Branch1][Ring1][=Branch2][C][Branch1][=C][C][=C][C][Branch1][C][F][=C][Branch1][C][Cr][S][Ring1][#Branch1][=C][Ring2][Ring1][O][C][=Ring2][Ring1][=C][S][Ring2][Ring1][P][S][Ring2][Ring2][=Branch1][=C][C][=Ring2][Ring2][O][C][=Branch1][C][=O][C][=C][Branch1][C][Cr][S][C][Branch1][C][Cr][=C][Ring1][#Branch1][C][Ring1][N][=O][S][Ring2][Branch1][O]
PDBT-T1,Cc1ccc(-c2sc(-c3ccc(-c4cc5sc6c(-c7ccc([Ti])s7)c7c(sc8cc(C)sc87)c(-c7ccc([Ti])s7)c6c5s4)s3)c3c2C(=O)c2c([Cr])sc([Cr])c2C3=O)s1,[R2]c1sc(c2c3c4sc(C)cc4sc3c(c3sc([R2])cc3)c3c4sc(c5ccc(c6sc(c7sc(C)cc7)c7c6C(c6c([R4])sc([R4])c6C7=O)=O)s5)cc4sc32)cc1, ,{[$]c1ccc(-c2sc(-c3ccc(-c4cc5sc6c(-c7ccc([Ti])s7)c7c(sc8cc([$])sc87)c(-c7ccc([Ti])s7)c6c5s4)s3)c3c2C(=O)c2c([Cr])sc([Cr])c2C3=O)s1},[C][C][=C][C][=C][Branch2][Branch2][Branch2][C][S][C][Branch2][=Branch1][Branch2][C][=C][C][=C][Branch2][Branch1][=N][C][=C][C][S][C][=C][Branch1][O][C][=C][C][=C][Branch1][C][Ti][S][Ring1][=Branch1][C][=C][Branch1][=C][S][C][C][=C][Branch1][C][C][S][C][=Ring1][=Branch1][Ring1][=Branch2][C][Branch1][O][C][=C][C][=C][Branch1][C][Ti][S][Ring1][=Branch1][=C][Ring2][Ring1][=Branch2][C][=Ring2][Ring1][N][S][Ring2][Ring1][#C][S][Ring2][Ring2][Ring2][=C][C][=Ring2][Ring2][=Branch2][C][=Branch1][C][=O][C][=C][Branch1][C][Cr][S][C][Branch1][C][Cr][=C][Ring1][#Branch1][C][Ring1][N][=O][S][Ring2][Branch1][=Branch2]
PT2,Cc1ccc(-c2sc(-c3ccc(-c4cc5c(-c6ccc([V])s6)c6sc(C)cc6c(-c6ccc([V])s6)c5s4)s3)c3c2C(=O)c2c([Cr])sc([Cr])c2C3=O)s1,Cc1sc2c(c3sc([R3])cc3)c3cc(c4ccc(c5sc(c6sc(C)cc6)c6c5C(c5c([R4])sc([R4])c5C6=O)=O)s4)sc3c(c3sc([R3])cc3)c2c1, ,{[$]c1ccc(-c2sc(-c3ccc(-c4cc5c(-c6ccc([V])s6)c6sc([$])cc6c(-c6ccc([V])s6)c5s4)s3)c3c2C(=O)c2c([Cr])sc([Cr])c2C3=O)s1},[C][C][=C][C][=C][Branch2][#Branch1][O][C][S][C][Branch2][Branch1][O][C][=C][C][=C][Branch2][Ring2][S][C][=C][C][=C][Branch1][O][C][=C][C][=C][Branch1][C][V][S][Ring1][=Branch1][C][S][C][Branch1][C][C][=C][C][=Ring1][=Branch1][C][Branch1][O][C][=C][C][=C][Branch1][C][V][S][Ring1][=Branch1][=C][Ring2][Ring1][=Branch1][S][Ring2][Ring1][=Branch2][S][Ring2][Ring1][=C][=C][C][=Ring2][Ring2][Ring1][C][=Branch1][C][=O][C][=C][Branch1][C][Cr][S][C][Branch1][C][Cr][=C][Ring1][#Branch1][C][Ring1][N][=O][S][Ring2][Branch1][Ring1]
PTBFeh-BDD,Cc1cc2c(-c3ccc([Cr])s3)c3sc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c([Cr])sc([Cr])c5C6=O)s4)cc3c(-c3ccc([Cr])s3)c2o1,Cc1oc2c(c3sc([R4])cc3)c3cc(c4ccc(c5sc(c6sc(C)cc6)c6c5C(c5c([R4])sc([R4])c5C6=O)=O)s4)sc3c(c3sc([R4])cc3)c2c1, ,{[$]c1cc2c(-c3ccc([Cr])s3)c3sc(-c4ccc(-c5sc(-c6ccc([$])s6)c6c5C(=O)c5c([Cr])sc([Cr])c5C6=O)s4)cc3c(-c3ccc([Cr])s3)c2o1},[C][C][=C][C][=C][Branch1][O][C][=C][C][=C][Branch1][C][Cr][S][Ring1][=Branch1][C][S][C][Branch2][Branch1][Ring2][C][=C][C][=C][Branch2][Ring2][=Branch2][C][S][C][Branch1][O][C][=C][C][=C][Branch1][C][C][S][Ring1][=Branch1][=C][C][=Ring1][O][C][=Branch1][C][=O][C][=C][Branch1][C][Cr][S][C][Branch1][C][Cr][=C][Ring1][#Branch1][C][Ring1][N][=O][S][Ring2][Ring1][O][=C][C][=Ring2][Ring1][S][C][Branch1][O][C][=C][C][=C][Branch1][C][Cr][S][Ring1][=Branch1][=C][Ring2][Ring2][S][O][Ring2][Branch1][Ring1]
PTBFSdo-BDD,Cc1cc2c(-c3ccc(S[Mn])s3)c3sc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c([Cr])sc([Cr])c5C6=O)s4)cc3c(-c3ccc(S[Mn])s3)c2o1,Cc1oc2c(c3sc(S[R5])cc3)c3cc(c4ccc(c5sc(c6sc(C)cc6)c6c5C(c5c([R4])sc([R4])c5C6=O)=O)s4)sc3c(c3sc(S[R5])cc3)c2c1, ,{[$]c1cc2c(-c3ccc(S[Mn])s3)c3sc(-c4ccc(-c5sc(-c6ccc([$])s6)c6c5C(=O)c5c([Cr])sc([Cr])c5C6=O)s4)cc3c(-c3ccc(S[Mn])s3)c2o1},[C][C][=C][C][=C][Branch1][N][C][=C][C][=C][Branch1][Ring1][S][Mn][S][Ring1][#Branch1][C][S][C][Branch2][Branch1][Ring2][C][=C][C][=C][Branch2][Ring2][=Branch2][C][S][C][Branch1][O][C][=C][C][=C][Branch1][C][C][S][Ring1][=Branch1][=C][C][=Ring1][O][C][=Branch1][C][=O][C][=C][Branch1][C][Cr][S][C][Branch1][C][Cr][=C][Ring1][#Branch1][C][Ring1][N][=O][S][Ring2][Ring1][O][=C][C][=Ring2][Ring1][S][C][Branch1][N][C][=C][C][=C][Branch1][Ring1][S][Mn][S][Ring1][#Branch1][=C][Ring2][Branch1][C][O][Ring2][Branch1][Branch1]
PTBFSeh-BDD,Cc1cc2c(-c3ccc(S[Cr])s3)c3sc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c([Cr])sc([Cr])c5C6=O)s4)cc3c(-c3ccc(S[Cr])s3)c2o1,Cc1oc2c(c3sc(S[R4])cc3)c3cc(c4ccc(c5sc(c6sc(C)cc6)c6c5C(c5c([R4])sc([R4])c5C6=O)=O)s4)sc3c(c3sc(S[R4])cc3)c2c1, ,{[$]c1cc2c(-c3ccc(S[Cr])s3)c3sc(-c4ccc(-c5sc(-c6ccc([$])s6)c6c5C(=O)c5c([Cr])sc([Cr])c5C6=O)s4)cc3c(-c3ccc(S[Cr])s3)c2o1},[C][C][=C][C][=C][Branch1][N][C][=C][C][=C][Branch1][Ring1][S][Cr][S][Ring1][#Branch1][C][S][C][Branch2][Branch1][Ring2][C][=C][C][=C][Branch2][Ring2][=Branch2][C][S][C][Branch1][O][C][=C][C][=C][Branch1][C][C][S][Ring1][=Branch1][=C][C][=Ring1][O][C][=Branch1][C][=O][C][=C][Branch1][C][Cr][S][C][Branch1][C][Cr][=C][Ring1][#Branch1][C][Ring1][N][=O][S][Ring2][Ring1][O][=C][C][=Ring2][Ring1][S][C][Branch1][N][C][=C][C][=C][Branch1][Ring1][S][Cr][S][Ring1][#Branch1][=C][Ring2][Branch1][C][O][Ring2][Branch1][Branch1]
2TC-TC-BDTFT,Cc1cc(C(=O)O[Co])c(-c2cc3sc(-c4sc(-c5cc6c(-c7cc(F)c([Cr])s7)c7sc(C)cc7c(-c7cc(F)c([Cr])s7)c6s5)cc4C(=O)O[Co])cc3s2)s1,Cc1sc2c(c3sc([R4])c(F)c3)c3cc(c4cc(C(O[R7])=O)c(c5sc6cc(c7sc(C)cc7C(O[R7])=O)sc6c5)s4)sc3c(c3sc([R4])c(F)c3)c2c1, ,{[$]c1cc(C(=O)O[Co])c(-c2cc3sc(-c4sc(-c5cc6c(-c7cc(F)c([Cr])s7)c7sc([$])cc7c(-c7cc(F)c([Cr])s7)c6s5)cc4C(=O)O[Co])cc3s2)s1},[C][C][=C][C][Branch1][#Branch1][C][=Branch1][C][=O][O][Co][=C][Branch2][#Branch1][Branch2][C][=C][C][S][C][Branch2][=Branch1][#Branch1][C][S][C][Branch2][Branch1][=Branch1][C][=C][C][=C][Branch1][=C][C][=C][C][Branch1][C][F][=C][Branch1][C][Cr][S][Ring1][#Branch1][C][S][C][Branch1][C][C][=C][C][=Ring1][=Branch1][C][Branch1][=C][C][=C][C][Branch1][C][F][=C][Branch1][C][Cr][S][Ring1][#Branch1][=C][Ring2][Ring1][Branch2][S][Ring2][Ring1][O][=C][C][=Ring2][Ring1][S][C][=Branch1][C][=O][O][Co][=C][C][=Ring2][Ring2][=Branch2][S][Ring2][Ring2][N][S][Ring2][Branch1][Branch1]
2T-TTC-BDTFT,Cc1ccc(-c2sc3c(C(=O)O[Co])c(-c4ccc(-c5cc6c(-c7cc(F)c([Cr])s7)c7sc(C)cc7c(-c7cc(F)c([Cr])s7)c6s5)s4)sc3c2C(=O)O[Co])s1,Cc1sc2c(c3sc([R4])c(F)c3)c3cc(c4ccc(c5sc6c(C(O[R7])=O)c(c7sc(C)cc7)sc6c5C(O[R7])=O)s4)sc3c(c3sc([R4])c(F)c3)c2c1, ,{[$]c1ccc(-c2sc3c(C(=O)O[Co])c(-c4ccc(-c5cc6c(-c7cc(F)c([Cr])s7)c7sc([$])cc7c(-c7cc(F)c([Cr])s7)c6s5)s4)sc3c2C(=O)O[Co])s1},[C][C][=C][C][=C][Branch2][#Branch1][S][C][S][C][C][Branch1][#Branch1][C][=Branch1][C][=O][O][Co][=C][Branch2][Branch1][P][C][=C][C][=C][Branch2][Branch1][=Branch1][C][=C][C][=C][Branch1][=C][C][=C][C][Branch1][C][F][=C][Branch1][C][Cr][S][Ring1][#Branch1][C][S][C][Branch1][C][C][=C][C][=Ring1][=Branch1][C][Branch1][=C][C][=C][C][Branch1][C][F][=C][Branch1][C][Cr][S][Ring1][#Branch1][=C][Ring2][Ring1][Branch2][S][Ring2][Ring1][O][S][Ring2][Ring1][S][S][C][=Ring2][Ring2][=Branch2][C][=Ring2][Ring2][N][C][=Branch1][C][=O][O][Co][S][Ring2][Branch1][Branch1]
PB24-3TDC,Cc1ccc(-c2c(F)c(F)c(-c3ccc(-c4cc(C(=O)O[Sc])c(-c5ccc(-c6sc(C)cc6C(=O)O[Sc])s5)s4)s3)c3nn([Cr])nc23)s1,[R4]n1nc2c(c3ccc(C)s3)c(F)c(F)c(c3sc(c4cc(C(O[R1])=O)c(c5sc(c6c(C(O[R1])=O)cc(C)s6)cc5)s4)cc3)c2n1, ,{[$]c1ccc(-c2c(F)c(F)c(-c3ccc(-c4cc(C(=O)O[Sc])c(-c5ccc(-c6sc([$])cc6C(=O)O[Sc])s5)s4)s3)c3nn([Cr])nc23)s1},[C][C][=C][C][=C][Branch2][#Branch1][C][C][=C][Branch1][C][F][C][Branch1][C][F][=C][Branch2][Branch1][Branch2][C][=C][C][=C][Branch2][Ring2][=N][C][=C][C][Branch1][#Branch1][C][=Branch1][C][=O][O][Sc][=C][Branch2][Ring1][#Branch2][C][=C][C][=C][Branch1][P][C][S][C][Branch1][C][C][=C][C][=Ring1][=Branch1][C][=Branch1][C][=O][O][Sc][S][Ring1][#C][S][Ring2][Ring1][Branch2][S][Ring2][Ring1][=N][C][=N][N][Branch1][C][Cr][N][=C][Ring2][Ring2][=Branch2][Ring1][=Branch1][S][Ring2][Ring2][=C]
PB68-3TDC,Cc1ccc(-c2c(F)c(F)c(-c3ccc(-c4cc(C(=O)O[Sc])c(-c5ccc(-c6sc(C)cc6C(=O)O[Sc])s5)s4)s3)c3nn([Sc])nc23)s1,[R1]n1nc2c(c3ccc(C)s3)c(F)c(F)c(c3sc(c4cc(C(O[R1])=O)c(c5sc(c6c(C(O[R1])=O)cc(C)s6)cc5)s4)cc3)c2n1, ,{[$]c1ccc(-c2c(F)c(F)c(-c3ccc(-c4cc(C(=O)O[Sc])c(-c5ccc(-c6sc([$])cc6C(=O)O[Sc])s5)s4)s3)c3nn([Sc])nc23)s1},[C][C][=C][C][=C][Branch2][#Branch1][C][C][=C][Branch1][C][F][C][Branch1][C][F][=C][Branch2][Branch1][Branch2][C][=C][C][=C][Branch2][Ring2][=N][C][=C][C][Branch1][#Branch1][C][=Branch1][C][=O][O][Sc][=C][Branch2][Ring1][#Branch2][C][=C][C][=C][Branch1][P][C][S][C][Branch1][C][C][=C][C][=Ring1][=Branch1][C][=Branch1][C][=O][O][Sc][S][Ring1][#C][S][Ring2][Ring1][Branch2][S][Ring2][Ring1][=N][C][=N][N][Branch1][C][Sc][N][=C][Ring2][Ring2][=Branch2][Ring1][=Branch1][S][Ring2][Ring2][=C]
PBDT-3TCO,Cc1cc(C(=O)[Cr])c(-c2ccc(-c3sc(-c4cc5c(-c6cc(F)c([Cr])s6)c6sc(C)cc6c(-c6cc(F)c([Cr])s6)c5s4)cc3C(=O)[Cr])s2)s1,Cc1sc2c(c3sc([R4])c(F)c3)c3cc(c4cc(C([R4])=O)c(c5sc(c6sc(C)cc6C([R4])=O)cc5)s4)sc3c(c3sc([R4])c(F)c3)c2c1, ,{[$]c1cc(C(=O)[Cr])c(-c2ccc(-c3sc(-c4cc5c(-c6cc(F)c([Cr])s6)c6sc([$])cc6c(-c6cc(F)c([Cr])s6)c5s4)cc3C(=O)[Cr])s2)s1},[C][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][Cr][=C][Branch2][=Branch1][P][C][=C][C][=C][Branch2][=Branch1][=Branch1][C][S][C][Branch2][Branch1][=Branch1][C][=C][C][=C][Branch1][=C][C][=C][C][Branch1][C][F][=C][Branch1][C][Cr][S][Ring1][#Branch1][C][S][C][Branch1][C][C][=C][C][=Ring1][=Branch1][C][Branch1][=C][C][=C][C][Branch1][C][F][=C][Branch1][C][Cr][S][Ring1][#Branch1][=C][Ring2][Ring1][Branch2][S][Ring2][Ring1][O][=C][C][=Ring2][Ring1][S][C][=Branch1][C][=O][Cr][S][Ring2][Ring2][Branch2][S][Ring2][Ring2][S]
